time,time,water_level
25/08/2013 16:59,1184400,-1.11
25/08/2013 17:59,1188000,-1.33
25/08/2013 18:59,1191600,-1.21
25/08/2013 19:59,1195200,-0.73
25/08/2013 20:59,1198800,0.06
25/08/2013 21:59,1202400,0.83
25/08/2013 22:59,1206000,1.34
25/08/2013 23:59,1209600,1.45
26/08/2013 00:59,1213200,1.23
26/08/2013 01:59,1216800,0.71
26/08/2013 02:59,1220400,0.07
26/08/2013 03:59,1224000,-0.57
26/08/2013 04:59,1227600,-1.09
26/08/2013 05:59,1231200,-1.4
26/08/2013 06:59,1234800,-1.44
26/08/2013 07:59,1238400,-1.1
26/08/2013 08:59,1242000,-0.43
26/08/2013 09:59,1245600,0.37
26/08/2013 10:59,1249200,1.01
26/08/2013 11:59,1252800,1.29
26/08/2013 12:59,1256400,1.23
26/08/2013 13:59,1260000,0.88
26/08/2013 14:59,1263600,0.35
26/08/2013 15:59,1267200,-0.19
26/08/2013 16:59,1270800,-0.65
26/08/2013 17:59,1274400,-0.93
26/08/2013 18:59,1278000,-0.99
26/08/2013 19:59,1281600,-0.77
26/08/2013 20:59,1285200,-0.25
26/08/2013 21:59,1288800,0.38
26/08/2013 22:59,1292400,0.93
26/08/2013 23:59,1296000,1.19
